,0
216,the-best-fire-monster-ever
217,clones-with-global-variables
218,version-3-41-7-official-topic
219,version-3-40-0-official-topic
220,error-message-when-played
221,clone-creation-problem
222,project-json-modification-topic
223,different-player-is-used-for-old-projects-when-not-connected-to-wifi-open
224,scene-parameter-bug-new-update-open-low-priority
225,how-not-to-have-numbers-overlap-with-labels-in-one-block
226,how-to-make-a-computer-a-displaying-a-list-of-fake-emails
227,version-3-41-3-official-topic
228,about-the-videos-category
229,trails-r-bugged
230,when-is-not-touching-block
231,dragonland-a-hopscotch-project
232,old-crocodiles-are-now-monkeys-open
233,block-to-fill-in-a-trail-and-return-to-the-starting-point-of-the-trail
234,variables-not-setting-properly
235,this-is-a-collab-with-littlenoobyboi-and-fenith
236,day-of-silence-2020-official-comp
237,hey-im-kayla-content-creator-here-at-hopscotch
238,we-are-adding-two-new-categories-to-the-forum
239,harry-potter-collab
240,math-keyboard-staying-up-after-project-exited
241,what-is-the-difference-between-game-starts-and-game-is-playing
242,templates-competition
243,is-touching-as-a-conditional
244,unexpected-clones
245,summer-comp-collab
246,when-is-not-touching-rule
247,hopscotch-roadmap
248,cookie-crumble-collab
249,suggestion-placeholder-on-save-input-block
250,the-spider-team-summer-comp-collab
251,seeds-features-what-should-come-next
252,not-conditional
253,when-else-game-rule
254,slide-bar-dissapearing
255,arcade-game-competition-1
256,pixel-art-using-squares-and-clones
257,new-coding-competitions
258,hey-i-finally-got-an-account-general-topic
259,version-3-41-5-official-topic
260,refer-to-an-object-using-its-name-in-when-bumps
261,a-message-about-impersonation
262,requests-for-william04gamera
263,variable-with-the-name-of-the-current-object
264,collab-acount-new-we-need-6-more-members
265,help-test-new-fast-collisions-with-the-latest-beta
266,broadcast-block-in-hopscotch
267,fill-the-markdown-list
268,gray-shape-glitch
269,improve-the-search-function
270,please-welcome-a-new-leader-silverdolphin
271,bookmark-in-hopscotch
272,1st-birthday-update-to-forum
273,new-video-moving-backgrounds
274,permissions-and-restrictions
275,quarantined-ways-to-help-users-stay-intrigued
276,suggestion-display-time-battery-and-other-data
277,hopscotch-and-forum-government
278,is-the-remixing-problem-back
279,tag-list-for-ana
280,version-3-41-6-official-topic
281,spotlight-update-idea
282,tools-for-creating-hopscotch-videos
283,why-do-you-play-hopscotch
284,suggestion-grouping-objects
285,when-second-parameter-of-a-matches-is-a-bad-regex-use-it-as-string-instead
286,sine-and-cosine-is-confusing
287,make-texts-easily-renameable
288,age-limit-on-trick-or-treating-ehhhhhhhhh
289,leaving-hopscotch-for-now
290,how-to-make-a-topic
291,what-is-clive
292,user-variables-suggestion
293,harry-potter-collab
294,how-to-make-an-object-point-towards-last-touch
295,amaze-game-i-am-very-stuck
296,set-text-self-text-acting-weird
297,editing-project-label-obscures-objects-open
298,start-sound-block-doesn-t-function-like-some-other-blocks
299,solved-whats-the-name-of-this-project
300,set-angles-of-triangles-create-custom-shape
301,poll-function-weird
302,requests-for-shadow-spider
303,scheduling-projects
304,gcc-beta-tester-topic
305,version-3-41-2-official-topic
306,combatting-storage-limitation
307,replace-something-with-something-in-string
308,idea-for-block-in-hopscotch-called-summon-random-entity
309,variable-with-the-username-of-the-current-player
310,coding-video-replacing-bear-on-loading-screen
311,this-object-option-when-selecting-objects-in-rules
312,ground-collision-help
313,hold-in-hs-music
314,wait-until-block
315,regular-text-with-variables-included
316,version-3-34-0-better-shapes-multitouch-versioned-editor-and-more
317,ellatm-s-coding-clu-b
318,official-if-we-had-a-reward-system-on-the-forum-how-would-it-work
319,mega-collab-hopscotch-help-guide
320,scenes-communication
321,the-2017-kids-hopscotchs-choice-awards-nominees-closed-so-go-on-the-results-topic-on-post-848
322,cloned-objects-get-cloned-in-editor-position
323,press-done-button-after-inputting-variable-inserts-done-into-bubble-done
324,draw-a-trail-with-set-position-does-not-work-as-first-block-open
325,chickenproductions7-s-request-topic
326,arrays-lists-collections-in-hopscotch
327,new-block-lock-code
328,was-this-intentional-or-unwanted
329,100-things-to-code
330,s-s
331,remove-the-new-update
332,alphabetize-abilities
333,is-there-hopscotch-on-laptop
334,spoiler-alert-new-and-revised-hopscotch-drawing-topic
335,suggestion-wait-until-and-variable-strings
336,suggestion-for-the-featured-category
337,stop-bouncing-on-a-block
338,a-competition-for-ideas-for-a-competition
339,my-new-fwiend-list
340,perhaps-a-womp
341,selecting-multiple-projects-idea-for-hopscotch
342,variable-deletion
343,color-suggestion-2
344,suggestion-user-templates
345,colors-suggestion
346,see-code-button-bug
347,any-update-on-hopscotch-for-android
348,how-hopscotch-works
349,last-touch-over-browser-buttons-open
350,keyboard-not-popping-up
351,scavenger-hunt-can-t-publish-or-load
352,a-change-object-block
353,regular-trust-level-requirements
354,simple-tutorial-how-to-make-super-quick-and-small-bold-text
355,better-collaboration-concept
356,legacy-interface
357,check-your-hopscotch-halloween-characters-are-here
358,foodie-is-back
359,drop-down-tab-has-project-been-curated
360,idea-user-curation
361,publishing-project-glitch
362,new-holiday-characters
363,coding-partner-pllz
364,hey-so-i-found-a-tiny-lil-glitch-get-it-cuz-it-s-a-small-text-object
365,creating-a-clone-a-few-blocks-after-setting-text-stretches-the-clone
366,copied-project-in-featured
367,help-keyboard-problem
368,phantom-topics-bug-thing-uhhhh
369,in-game-project-transaction-using-seeds
370,system-q-and-a-more-charaters-needed-oh-there-we-go
371,weird-editor-bug
372,user-deleted-one-time-bug-or-user-disappearing-bug
373,community-check-dec-2019
374,bug-checking-pokemon-project
375,copy-paste-self-rules-bug
376,new-block-speak-or-say
377,post-your-photoshopped-edited-images-here
378,images-not-appearing
379,for-ana-list-of-people-for-tag-list
380,any-ideas-or-suggestions
381,a-lag-i-found-while-coding
382,mysterious-black-squares-substitute-text-blocks
383,i-made-a-hopscotch-hat
384,all-of-my-alt-accounts-were-banned
385,loz-fishing-simulator-beta-testing
386,need-help-with-dungeon-creator
387,how-to-create-a-tag-list
388,thank-you-again
389,hopscotch-reviews
390,cant-have-only-variable-block-inside-an-ability-with-itself-inside-closed
391,bring-to-front-bug
392,set-invisibility-and-set-image-cant-run-simultaneously-open
393,a-small-proposition
394,i-can-t-change-my-user-card-background-edit-issue-solved
395,more-forum-categories-yes-or-no
396,suggestions-for-hopscotch-projects
397,solved-text-in-text-objects-can-not-be-seen
398,thumbnail-glitch-open
399,slider-code-isn-t-working
400,thumbnail-not-working-open
401,astrosuwu-s-basics-of-code
402,drag-objects-by-see-code
403,hopscotch-curators
404,fix-projects-in-web-browser-no-longer-stretch-in-fullscreen
405,adventure-game-competition
406,ultimate-coded-night-collab
407,forum-and-hopscotch-addition
408,cornpop-forum-social-media
409,im-having-an-art-fart
410,duplication-of-project-then-fusion-of-projects
411,what-is-the-first-ever-hopscotch-project
412,how-to-fix-your-new-projects-being-hidden
413,there-s-a-hacker-solved
414,reporting-suggestion
415,ideas-for-games
416,add-keyboard-support
417,mario-coding-partner
418,remixes-dont-work-very-well-in-the-new-update-fixed
419,access-all-objects-by-tapping-this-region
420,text-rendering-improvement
421,the-ultimate-pixel-art-guide-d
422,creating-a-keyboard-in-hopscotch
423,the-pink-girl-projects
424,set-text-sprites-changing-randomly-solved
425,3d-platform-in-hopscotch-topic
426,unconquerable-chess-engines-in-hopscotch
427,notifications-not-appearing-fixed
428,several-of-the-same-project-open-at-once-fixed
429,text-disappears-when-trying-to-change-it-fixed
430,version-3-41-1-official-topic
431,problem-limited-lines-in-text-objects
432,new-category-suggestion
433,subscription-bug
434,the-25-days-of-coding-extravaganza
435,the-foreign-language-contest-judging
436,farewell-hopscotch-app
437,ios-10-shapes-not-working-fixed
438,losing-your-code-bug-temporary-fix
439,version-3-41-0-official-topic
440,undo-button-faulty-absent
441,how-do-i-get-off-the-omtl-and-codehelp
442,comment-section-in-hopscotch
443,script-at-hopscotch-idea
444,quick-announcement-nominations-category
445,nominations-for-game-changers
446,ipad-coding-collab-always-taking-beta-testers
447,new-app-store-screenshots-thoughts
448,koletsgo-s-request-topic
449,try-text-tricks-and-html-tricks-here
450,saving-project-visual-bug
451,hey-there-im-nazari
452,forum-username-change
453,describe-hopscotchers-using-emojis-forum-game
454,anyone-wanna-do-a-collab-topic-yet-to-be-decided
455,coded-music-deleted
456,ideas-i-need-ideas-pleeeease
457,offset-when-increasing-size-of-object
458,about-data-not-appearing-closed
459,how-do-you-make-drop-down-menus
460,help-me-i-m-new
461,tagging-and-replying
462,duplicates-sometimes-arent-clogging-up-the-forum-rant-info
463,text-doesnt-look-right-in-dark-mode
464,is-this-better-for-y-all-hmmmmmmm
465,up-down-arrow-variable-bug
466,publish-time-bug-closed
467,hopscotch-s-quality-is-decreasing-and-it-s-not-only-the-community-s-fault
468,informational-projects
469,can-t-load-projects-sometimez
470,how-to-add-layers-to-your-drawing-pad
471,15-project-rule-discussion
472,3-37-3-3-37-4-official-topic
473,player-lagz-open
474,mute-icon-missing-from-webplayer-closed
475,drafts-with-long-names-have-their-names-shifted-to-the-right
476,version-3-40-2-official-topic
477,immediate-calculations-2-bugs-open
478,official-st-patrick-s-day-competition
479,learnit-coding-camp-take-2
480,idea-factorial-block
481,coding-community-comps
482,hopscotch-midi-hack-tool
483,official-hopscotch-halloween-contest-2019
484,the-idea-list-of-your-plausible-doom-out-now
485,hi-liz-here-new-product-manager-at-hopscotch
486,app-crashes-when-copying-math-operators-from-set-text-block
487,0-4-second-turns-to-1-second-open
488,guide-to-composing-your-own-music
489,the-number-arrows-should-change-numbers-with-decimals-by-1
490,published-then-unpublished-project-disappears-after-logging-out
491,clean-my-code-requests-courses-and-more
492,intentional-i-think-not-shape-size-border-problem-open
493,images-wont-appear-in-hs-camera-roll-open
494,wait-block-bug-inaccuracy-open
495,bug-with-project-display-open
496,official-mega-summer-camp-2019
497,version-3-40-1-official-topic
498,the-entries-of-the-challenge-teotc-canceled
499,express-your-excitement-for-new-hopscotch-updates
500,tip-of-the-week
501,i-got-member-yay
502,help-with-winter-project-basically-trains-and-3d-solved
503,hopscotch-may-have-been-hacked-solved
504,wait-seconds-bug-solved
505,make-hopscotch-better
506,hopscotch-related-youtube-videos
507,remix-filter-option
508,lets-start-a-business-under-construction
509,how-to-design-and-make-games-like-a-pro
510,how-to-make-cool-spooky-dark-teasers-for-your-epic-projects
511,hopscotch-courses
512,copy-and-pasting-won-t-work-fix-pending
513,the-diamond-paws-anti-animal-abuse-coding-collaboration
514,color-finder-in-hs
515,copy-and-pasting-text-disabled-solved
516,new-fade-block
517,fun-in-the-sun-coding-club
518,learnit-coding-camp
519,how-to-detect-restarts-using-width-and-height
520,version-3-39-3-official-topic
521,you-can-help-make-hopscotch-better
522,setting-a-variable-gets-squashed-momentarily-open
523,app-doesnt-log-user-into-account-closed
524,spotify-collab-topic-look-us-up-as-spotify-collab
525,a-barely-noticeable-grey-line-can-appear-on-the-edge-of-the-screen-open
526,my-way-of-copying-and-pasting
527,4-in-1-coding-challenge
528,revamped-project-explorer
529,game-freezes-when-you-test-open
530,star-wars-coding-comps
531,hopscotch-web-ide-code-viewer-doc-mentation
532,welcome-to-hopscotch-forum
533,opening-a-link-does-not-stop-any-videos-open
534,coding-community
535,a-new-way-of-exploring-the-games
536,rodrik-s-request-page
537,new-winter-characters
538,were-looking-for-more-forum-leaders
539,version-3-39-2-official-topic
540,creepy-contest
541,hopscotch-not-opening-on-ipad-with-ios-9-closed
542,bug-with-forum-birthdays-tomorrow
543,problem-with-publishing-open
544,version-3-39-1-official-topic
545,version-3-36-1-faster-playing-and-better-shapes
546,select-all-to-crash-open
547,full-featured-hopscotch-editor-in-web-browsers-computer-application
548,inspirational-challenge
549,zero-frame-order-open
550,z-index-trait-missing-closed
551,official-featured-competitions
552,official-fourth-annual-summer-contest
553,immediate-exit-doesnt-go-back-to-drafts-open
554,frame-freeze-bug-open
555,version-3-39-0-official-topic
556,halloween-characters-missing-description-closed
557,lantern-poses-missing-closed
558,pumpkin-does-not-render-in-web-browser-closed
559,keyboard-shows-up-outside-of-project-closed
560,renaming-an-object-bug-solution
561,what-do-you-think-is-important-to-know-as-a-new-user
562,bug-report-new-ish-brown-colours-don-t-work-with-numbers-closed
563,version-3-37-5-released
564,version-3-38-0-official-topic
565,new-featured-layout-idea
566,please-welcome-our-new-leaders
567,3d-movement-help
568,a-revamped-draw-a-trail-block
569,spider-challenge
570,hs-desperately-needs-this-feature
571,how-to-create-super-fast-backgrounds
572,glitched-draft-duplicate-open-low-priority
573,official-new-users-guide-for-the-hopscotch-forum
574,bug-with-remix-watermark-open
575,restart-messes-stuff-up-open
576,hopscotch-advertising-in-the-app
577,issues-with-featured-projects
578,new-badges-on-the-forum-tell-me-what-you-think
579,welcome-guide-for-new-users
580,how-to-post-a-link
581,mute-icon-shown-w-o-sounds-being-used-open
582,project-already-liked-but-not-shown-open
583,old-pixel-art-method-new-tutorial
584,unable-to-exit-project-without-subscription-open
585,parrot-is-this-a-bug-closed
586,if-blank-freeze-closed
587,no-keyboard-stays-up-when-opening-project-from-link-while-in-draft-closed
588,draw-a-trail-only-works-once-per-frame-open
589,weird-editor-bug-open-low-priority
590,existing-project-freeze-shapes-open-low-priority
591,problems-on-1st-play-when-loaded-from-link-open
592,speaking-block-in-hopscotch
593,im-getting-the-team-back-together
594,idea-viewing-where-how-often-a-block-variable-object-shape-has-been-used
595,title-projects
596,hopscotch-3-33-0-with-new-winter-characters
597,persistent-variables-saving-data-across-project-plays
598,left-justified-text
599,5-year-hopscotch-anniversary
600,forte-piano-or-music-volume-in-hopscotch
601,should-we-be-rethinking-how-many-custom-titles-are-being-given-out
602,project-idea-competition
603,guide-to-using-hsb-colors
604,dragging-multiple-blocks
605,sound-library-expansion-on-hs
606,time-block-idea
607,version-3-33-3-with-new-blocks-min-and-max
608,new-video-draw-and-animate-original-characters
609,bug-with-text-displaying-open-low-priority
610,a-protototype-what-do-you-think
611,variables-to-control-sound
612,hopscotchify-a-hopscotch-character-contest
613,hopscotch-version-3-37-0-official-topic
614,flip-doesn-t-work-with-scenes-open
615,aiming-an-object-to-throw-it
616,competition-make-a-project-in-both-landscape-and-portrait
617,help-with-erasing-while-leaving-the-grid-behind
618,how-to-get-custom-thumbnails
619,okay-what-block-not-triggering-for-no-reason-open
620,rotating-shape-art
621,trail-art-system-guide
622,hopscotch-animation-studio-by-peppywafer21
623,awesome-text-tricks-on-the-forum
624,blank-draft-appeared-after-uploading-drafts-open
625,is-there-a-maximum-number-of-games-you-can-post
626,version-3-37-2-official-topic
627,3d-touch-on-hopscotch
628,trail-drawing-opacity
629,last-touch-suggestion
630,variable-to-count-number-of-fingers-touching-the-screen
631,physics-help-for-a-game
632,how-to-make-an-hsb-color-finder-with-save
633,square-trail-block
634,done-button-does-not-work-on-old-projects-solved
635,see-code-button-too-close-to-shapes-closed
636,certain-blocks-dont-function-in-the-old-editor-solved
637,tips-to-become-a-better-coder
638,making-a-hopscotch-account-w-o-buying-a-subscription
639,some-code-deleting-after-project-is-published-solved
640,bug-editing-numbers-closed
641,lots-of-small-annoying-bugs-in-hopscotch-solved
642,recording-our-own-sounds
643,the-implementation-of-new-fonts
644,joining-variables-words
645,creations-of-a-noob-beta-testing
646,help-with-variables-in-when-bumps-touching
647,beta-pixel-art-to-hopscotch-json
648,height-and-width-glitch-with-older-projects-solved
649,loading-problem-maybe-solved
650,older-projects-which-use-trails-play-weirdly-in-web-browsers-solved
651,should-there-be-an-option-to-report-a-project-as-being-copied
652,i-need-some-help-please
653,merging-projects
654,gradient-pen-help
655,performance-issues-and-other-bugs-solved
656,animated-thumbnails
657,reappearance-a-mass-idea-list
658,version-3-37-1-beta-editor-for-subscribers
659,wiki-and-editing-removal-an-official-explanation
660,detect-first-collision-only-solved
661,how-to-edit-a-projects-stage-size
662,big-bug-with-fruithead-creator
663,projects-using-the-wait-til-timestamp-block
664,how-i-make-my-smooth-gradient-bgs
665,how-to-make-dynamic-moving-trail-art
666,the-follows-you-text-has-disappeared-why
667,discuss-moving-out-the-help-with-code-topics
668,ant-simulator-in-productions
669,creating-large-scale-maps
670,making-a-spinning-effect-with-the-new-width-and-height-blocks
671,my-empty-text-turned-completely-blank-after-update-solved
672,new-videos-in-hopscotch-what-do-you-want-to-see
673,weird-teleporting-block-bug-solved
674,helpful-tip-how-to-make-a-poll
675,trust-level-q-a
676,how-to-learn-basic-values
677,multi-touch-input-on-webplayer-29
678,bug-with-clones-fixed
679,new-discourse-feature-add-date-and-time-set-poll-closing-times
680,how-to-be-featured-revised
681,code-inside-7-check-once-if-else-s-won-t-work-open
682,whats-with-this-closed
683,idea-for-the-forum-suggested-by-jazz
684,swipe-down-game-rule-bug-solved
685,remixes-not-working-closed
686,deleting-projects-that-were-remixed-from-yours
687,draft-missing-on-one-device-solved
688,a-return-undo-button-so-you-can-go-back-if-you-accidently-delete-code
689,weird-bug-set-image-rectangle-breaking-project-is-it-just-me
690,community-won-t-load-can-t-publish-all-tabs-except-for-a-few-solved
691,new-about-the-debug-my-code-category
692,gripes-bugs-about-the-new-update-solved
693,glitch-uhhhh-idk-closed
694,must-read-for-new-users
695,suggestion-set-layer
696,official-hopscotch-update-ideas-topic
697,thumbnail-bold-text-bug-closed
698,where-did-trending-go
699,unable-to-search-projects-closed
700,wip-3-by-presstocontinue-solved
701,thanks-for-the-memories
702,tankt-s-code-tutorials-on-random-stuff
703,how-to-get-secret-emojis-like
704,suggestion-explosion-sound
705,3d-games-or-2d-games
706,webplayer-fix-bricked-by-the-update-fear-no-more-official
707,pushing-secret-blocks-to-their-limits-closed
708,project-drafts-not-loading-closed
709,hopscotch-not-loading-need-updated-information-closed
710,my-projects-are-not-showing-up-on-my-profile-even-when-published-closed
711,dissapearing-code-closed
712,code-bar-doesn-t-disappear-closed
713,pick-your-favorite-bg
714,tips-tricks
715,hopcode-competitions
716,new-tab-featured-art-suggestion
717,your-new-community-manager
718,mega-summer-camp-2018-join-now
719,a-problem-with-cloning-solved
720,do-you-think-hs-is-dying
721,project-trouble-solved
722,hopscotch-programming-language-evolution-hple-topic
723,official-python-topic
724,converting-hopscotch-games-to-apps
725,it-is-not-possible-to-press-two-objects-at-the-same-time-solved
726,logo-overlap-problem
727,featured-channels
728,the-definitive-guide-to-hopscotch
729,augmented-reality-coding
730,showing-username
731,solved-project-draft-not-loading-help
732,spamtagging-situation-official-explanation
733,how-to-make-the-map-moving-effect-solved
734,search-bar-in-code
735,control-blocks-tutorial
736,hopscotch-loading-screen-list
737,we-should-have-more-loading-lines
738,functions-in-hopscotch-abilities-with-inputs-and-outputs
739,new-thoughts-on-featured
740,how-do-you-get-a-project-on-featured
741,hackhopscotch-json-editing-help
742,categories-stuck-closed
743,solved-a-shape-got-stuck-in-code
744,2019-best-hopscotcher-poll
745,spamtagging-situation
746,identical-code-not-working-closed
747,image-filter-with-subscription-closed
748,bug-with-set-image-and-set-color-closed
749,a-new-repeat-system
750,please-give-me-pixel-art-tips-solved
751,how-to-make-clones-do-something-solved
752,copy-and-paste-code-into-another-project
753,is-this-a-bug-or-is-my-code-wrong
754,intentional-bug-in-the-forum-newest-tab-has-disappeared
755,weird-bug-with-blocks-closed
756,i-put-an-object-off-screen-and-now-i-can-t-get-to-it-closed
757,new-hopscotch-beta
758,grapefruit-is-taking-over-solved
759,what-s-wrong-with-my-code
760,objects-are-not-going-invisible-when-told-to-fixed
761,morpher-how-to
762,suggested-tab-idea
763,what-does-ftu-mean-to-you
764,summers-back-hialus-is-back-again
765,remixes-aren-t-filtered-question
766,how-do-you-use-wait-until-unix-timestamp
767,editing-custom-images-and-drawings
768,creating-los-or-flashlight-shadow
769,how-do-i-set-limits-to-where-objects-can-go
770,we-need-to-make-a-discourse-plugin-for-hopscotch-blocks
771,following-tab-problem-closed
772,how-to-make-pixel-art
773,settings-editor
774,upgradeps-isn-t-working-fixed
775,help-with-code-topic-please-help
776,do-you-have-what-it-takes-to-win-the-hopscotch-halloween-contest
777,help-with-dragging-base-solved
778,my-art-pad-is-not-smooth-solved
779,calling-the-leaders-replies
780,hopscotch-currency
781,does-this-happen-to-anyone-else
782,trouble-with-the-width-and-height-block-solved
783,about-the-new-tabs-closed
784,forum-guide-for-members-and-basic-users-i-m-still-editing-this
785,frequently-asked-questions-category
786,nominations-for-featured-unofficial
787,aariv-s-list-of-different-coding-ideas
788,1-on-1-talks-about-code
789,the-destroy-object-block-closed
790,random-cheesy-trick-4-10
791,checkers-game-i-posted
792,drafts-are-deleting-without-me-pressing-the-delete-button-solved
